intent_id,frequency,runtime_module,source_index,source_module,group,name_en,name_ru,intended_path,generated_modules,generated_rows,generated_enabled_rows,button_ids,actions,resolution_statuses,installed_by_catalog_ref,installed_button_id_matches,runtime_readiness
nx2512-00-L0044,K5,global,0,Gateway / общая работа с NX,Редактирование,Redo,Повторить,E>F>R>D,assembly|drafting|inspect_view|manufacturing|modeling|mold|pmi|reuse|routing|sheet_metal|simulation|sketch|surface,13,13,UG_EDIT_REDO,execute_command,resolved,no,,compiled_enabled_not_installed_in_managed_runtime
nx2512-00-L0045,K3,global,0,Gateway / общая работа с NX,Редактирование,Cut,Вырезать,E>F>C>T,assembly|drafting|inspect_view|manufacturing|modeling|mold|pmi|reuse|routing|sheet_metal|simulation|sketch|surface,13,13,UG_EDIT_CUT,execute_command,resolved,no,,compiled_enabled_not_installed_in_managed_runtime
nx2512-00-L0046,K3,global,0,Gateway / общая работа с NX,Редактирование,Copy,Копировать,T>F>C>P,assembly|drafting|inspect_view|manufacturing|modeling|mold|pmi|reuse|routing|sheet_metal|simulation|sketch|surface,13,13,UG_EDIT_COPY,execute_command,resolved,no,,compiled_enabled_not_installed_in_managed_runtime
nx2512-00-L0047,K3,global,0,Gateway / общая работа с NX,Редактирование,Paste,Вставить,E>F>P>S,assembly|drafting|inspect_view|manufacturing|modeling|mold|pmi|reuse|routing|sheet_metal|simulation|sketch|surface,13,13,UG_EDIT_PASTE,execute_command,resolved,no,,compiled_enabled_not_installed_in_managed_runtime
nx2512-00-L0048,K3,global,0,Gateway / общая работа с NX,Редактирование,Paste Special,Специальная вставка,E>F>P>A,assembly|drafting|inspect_view|manufacturing|modeling|mold|pmi|reuse|routing|sheet_metal|simulation|sketch|surface,13,13,UG_EDIT_PASTE,execute_command,resolved,no,,compiled_enabled_not_installed_in_managed_runtime
nx2512-00-L0049,K5,global,0,Gateway / общая работа с NX,Редактирование,Delete,Удалить,X>F>D>L,assembly|drafting|inspect_view|manufacturing|modeling|mold|pmi|reuse|routing|sheet_metal|simulation|sketch|surface,13,13,UG_EDIT_DELETE,execute_command,resolved,no,,compiled_enabled_not_installed_in_managed_runtime
nx2512-00-L0050,K3,global,0,Gateway / общая работа с NX,Редактирование,Rename,Переименовать,E>F>R>E,assembly|drafting|inspect_view|manufacturing|modeling|mold|pmi|reuse|routing|sheet_metal|simulation|sketch|surface,13,0,,execute_command,unresolved,no,,blocked_unresolved_disabled
nx2512-00-L0051,K3,global,0,Gateway / общая работа с NX,Редактирование,Object Properties,Свойства объекта,M>F>O>P,assembly|drafting|inspect_view|manufacturing|modeling|mold|pmi|reuse|routing|sheet_metal|simulation|sketch|surface,13,0,,execute_command,unresolved,no,,blocked_unresolved_disabled
nx2512-00-L0052,K4,global,0,Gateway / общая работа с NX,Редактирование,Edit Parameters,Изменить параметры,E>F>E>P,assembly|drafting|inspect_view|manufacturing|modeling|mold|pmi|reuse|routing|sheet_metal|simulation|sketch|surface,13,0,,execute_command,unresolved,no,,blocked_unresolved_disabled
nx2512-00-L0053,K4,global,0,Gateway / общая работа с NX,Редактирование,Edit with Rollback,Редактировать с откатом,E>F>E>R,assembly|drafting|inspect_view|manufacturing|modeling|mold|pmi|reuse|routing|sheet_metal|simulation|sketch|surface,13,0,,execute_command,unresolved,no,,blocked_unresolved_disabled
nx2512-00-L0054,K3,global,0,Gateway / общая работа с NX,Редактирование,Suppress,Подавить,X>F>S>U,assembly|drafting|inspect_view|manufacturing|modeling|mold|pmi|reuse|routing|sheet_metal|simulation|sketch|surface,13,0,,execute_command,unresolved,no,,blocked_unresolved_disabled
nx2512-00-L0055,K3,global,0,Gateway / общая работа с NX,Редактирование,Unsuppress,Восстановить,X>F>U>N,assembly|drafting|inspect_view|manufacturing|modeling|mold|pmi|reuse|routing|sheet_metal|simulation|sketch|surface,13,0,,execute_command,unresolved,no,,blocked_unresolved_disabled
nx2512-00-L0056,K3,global,0,Gateway / общая работа с NX,Редактирование,Reorder,Изменить порядок,T>F>R>E,assembly|drafting|inspect_view|manufacturing|modeling|mold|pmi|reuse|routing|sheet_metal|simulation|sketch|surface,13,0,,execute_command,unresolved,no,,blocked_unresolved_disabled
nx2512-00-L0057,K4,global,0,Gateway / общая работа с NX,Редактирование,Make Current Feature,Сделать текущим элементом,E>F>M>C,assembly|drafting|inspect_view|manufacturing|modeling|mold|pmi|reuse|routing|sheet_metal|simulation|sketch|surface,13,13,UG_SEL_FEATURE_PRIORITY,set_selection_filter,(none),no,UG_SEL_FEATURE_PRIORITY,button_id_present_in_bootstrap_runtime_but_not_traceable_to_885
nx2512-00-L0060,K3,global,0,Gateway / общая работа с NX,Выбор,Select All,Выбрать всё,S>A>S>A,assembly|drafting|inspect_view|manufacturing|modeling|mold|pmi|reuse|routing|sheet_metal|simulation|sketch|surface,13,13,UG_SEL_SELECT_ALL,set_selection_filter,(none),no,UG_SEL_SELECT_ALL,button_id_present_in_bootstrap_runtime_but_not_traceable_to_885
nx2512-00-L0061,K5,global,0,Gateway / общая работа с NX,Выбор,Clear Selection,Снять выбор,S>S>C>S,assembly|drafting|inspect_view|manufacturing|modeling|mold|pmi|reuse|routing|sheet_metal|simulation|sketch|surface,13,13,UG_APP_GATEWAY,execute_command,resolved,no,,compiled_enabled_not_installed_in_managed_runtime
nx2512-00-L0062,K3,global,0,Gateway / общая работа с NX,Выбор,Invert Selection,Инвертировать,S>S>I>S,assembly|drafting|inspect_view|manufacturing|modeling|mold|pmi|reuse|routing|sheet_metal|simulation|sketch|surface,13,13,UG_APP_GATEWAY,execute_command,resolved,no,,compiled_enabled_not_installed_in_managed_runtime
nx2512-00-L0063,K3,global,0,Gateway / общая работа с NX,Выбор,Select Similar Faces/Edges,Выбрать похожие грани или рёбра,S>F>S>S,assembly|drafting|inspect_view|manufacturing|modeling|mold|pmi|reuse|routing|sheet_metal|simulation|sketch|surface,13,0,,execute_command,unresolved,no,,blocked_unresolved_disabled
nx2512-00-L0064,K5,global,0,Gateway / общая работа с NX,Выбор,Selection Filter,Фильтр выбора,S>S>S>F,assembly|drafting|inspect_view|manufacturing|modeling|mold|pmi|reuse|routing|sheet_metal|simulation|sketch|surface,13,0,,execute_command,ambiguous,no,,blocked_ambiguous_disabled
nx2512-00-L0065,K3,global,0,Gateway / общая работа с NX,Выбор,Selection Scope,Область выбора,S>S>S>S,assembly|drafting|inspect_view|manufacturing|modeling|mold|pmi|reuse|routing|sheet_metal|simulation|sketch|surface,13,13,UG_APP_GATEWAY,execute_command,resolved,no,,compiled_enabled_not_installed_in_managed_runtime
nx2512-00-L0066,K3,global,0,Gateway / общая работа с NX,Выбор,Select Connected,Связанный выбор,S>S>S>C,assembly|drafting|inspect_view|manufacturing|modeling|mold|pmi|reuse|routing|sheet_metal|simulation|sketch|surface,13,0,,execute_command,unresolved,no,,blocked_unresolved_disabled
nx2512-00-L0067,K3,global,0,Gateway / общая работа с NX,Выбор,Select Tangent Faces,Касательные грани,S>F>S>T,assembly|drafting|inspect_view|manufacturing|modeling|mold|pmi|reuse|routing|sheet_metal|simulation|sketch|surface,13,0,,execute_command,unresolved,no,,blocked_unresolved_disabled
nx2512-00-L0068,K4,global,0,Gateway / общая работа с NX,Выбор,Select Feature,Выбрать элемент,S>T>S>F,assembly|drafting|inspect_view|manufacturing|modeling|mold|pmi|reuse|routing|sheet_metal|simulation|sketch|surface,13,13,UG_SEL_FEATURE_PRIORITY,set_selection_filter,(none),no,UG_SEL_FEATURE_PRIORITY,button_id_present_in_bootstrap_runtime_but_not_traceable_to_885
nx2512-00-L0069,K4,global,0,Gateway / общая работа с NX,Выбор,Select Body,Выбрать тело,S>B>S>B,assembly|drafting|inspect_view|manufacturing|modeling|mold|pmi|reuse|routing|sheet_metal|simulation|sketch|surface,13,13,UG_SEL_BODY_PRIORITY,set_selection_filter,(none),no,UG_SEL_BODY_PRIORITY,button_id_present_in_bootstrap_runtime_but_not_traceable_to_885
nx2512-00-L0070,K4,global,0,Gateway / общая работа с NX,Выбор,Select Component,Выбрать компонент,S>C>S>C,assembly|drafting|inspect_view|manufacturing|modeling|mold|pmi|reuse|routing|sheet_metal|simulation|sketch|surface,13,13,UG_SEL_COMPONENT_PRIORITY,set_selection_filter,(none),no,UG_SEL_COMPONENT_PRIORITY,button_id_present_in_bootstrap_runtime_but_not_traceable_to_885
nx2512-00-L0071,K3,global,0,Gateway / общая работа с NX,Выбор,Class Selection,Выбор по классу,S>S>C>L,assembly|drafting|inspect_view|manufacturing|modeling|mold|pmi|reuse|routing|sheet_metal|simulation|sketch|surface,13,13,UG_APP_GATEWAY,execute_command,resolved,no,,compiled_enabled_not_installed_in_managed_runtime
nx2512-00-L0072,K5,global,0,Gateway / общая работа с NX,Выбор,QuickPick,Быстрый выбор,S>S>Q>U,assembly|drafting|inspect_view|manufacturing|modeling|mold|pmi|reuse|routing|sheet_metal|simulation|sketch|surface,13,0,,execute_command,unresolved,no,,blocked_unresolved_disabled
nx2512-00-L0075,K5,global,0,Gateway / общая работа с NX,Вид и навигация,Fit,Вписать,V>V>F>T,assembly|drafting|inspect_view|manufacturing|modeling|mold|pmi|reuse|routing|sheet_metal|simulation|sketch|surface,13,13,UG_VIEW_FIT,execute_command,(none)|resolved,no,UG_VIEW_FIT,button_id_present_in_bootstrap_runtime_but_not_traceable_to_885
nx2512-00-L0076,K5,global,0,Gateway / общая работа с NX,Вид и навигация,Zoom In/Out,Масштаб,V>V>Z>O,assembly|drafting|inspect_view|manufacturing|modeling|mold|pmi|reuse|routing|sheet_metal|simulation|sketch|surface,13,0,,execute_command,unresolved,no,,blocked_unresolved_disabled
nx2512-00-L0077,K5,global,0,Gateway / общая работа с NX,Вид и навигация,Pan,Панорама,V>V>P>A,assembly|drafting|inspect_view|manufacturing|modeling|mold|pmi|reuse|routing|sheet_metal|simulation|sketch|surface,13,0,,execute_command,unresolved,no,,blocked_unresolved_disabled
nx2512-00-L0078,K5,global,0,Gateway / общая работа с NX,Вид и навигация,Rotate,Вращать вид,T>V>R>O,assembly|drafting|inspect_view|manufacturing|modeling|mold|pmi|reuse|routing|sheet_metal|simulation|sketch|surface,13,0,,execute_command,unresolved,no,,blocked_unresolved_disabled
nx2512-00-L0079,K5,global,0,Gateway / общая работа с NX,Вид и навигация,Orient View,Ориентировать вид,V>V>O>V,assembly|drafting|inspect_view|manufacturing|modeling|mold|pmi|reuse|routing|sheet_metal|simulation|sketch|surface,13,0,,execute_command,unresolved,no,,blocked_unresolved_disabled
nx2512-00-L0080,K5,global,0,Gateway / общая работа с NX,Вид и навигация,Isometric,Изометрия,C>V>I>S,assembly|drafting|inspect_view|manufacturing|modeling|mold|pmi|reuse|routing|sheet_metal|simulation|sketch|surface,13,0,,execute_command,unresolved,no,,blocked_unresolved_disabled
nx2512-00-L0081,K3,global,0,Gateway / общая работа с NX,Вид и навигация,Front,Спереди,C>V>F>R,assembly|drafting|inspect_view|manufacturing|modeling|mold|pmi|reuse|routing|sheet_metal|simulation|sketch|surface,13,0,,execute_command,unresolved,no,,blocked_unresolved_disabled
nx2512-00-L0082,K3,global,0,Gateway / общая работа с NX,Вид и навигация,Back,Сзади,C>V>B>A,assembly|drafting|inspect_view|manufacturing|modeling|mold|pmi|reuse|routing|sheet_metal|simulation|sketch|surface,13,0,,execute_command,unresolved,no,,blocked_unresolved_disabled
nx2512-00-L0083,K3,global,0,Gateway / общая работа с NX,Вид и навигация,Top,Сверху,C>V>T>O,assembly|drafting|inspect_view|manufacturing|modeling|mold|pmi|reuse|routing|sheet_metal|simulation|sketch|surface,13,0,,execute_command,unresolved,no,,blocked_unresolved_disabled
nx2512-00-L0084,K3,global,0,Gateway / общая работа с NX,Вид и навигация,Bottom,Снизу,C>V>B>O,assembly|drafting|inspect_view|manufacturing|modeling|mold|pmi|reuse|routing|sheet_metal|simulation|sketch|surface,13,0,,execute_command,unresolved,no,,blocked_unresolved_disabled
nx2512-00-L0085,K3,global,0,Gateway / общая работа с NX,Вид и навигация,Left,Слева,C>V>L>E,assembly|drafting|inspect_view|manufacturing|modeling|mold|pmi|reuse|routing|sheet_metal|simulation|sketch|surface,13,0,,execute_command,unresolved,no,,blocked_unresolved_disabled
nx2512-00-L0086,K3,global,0,Gateway / общая работа с NX,Вид и навигация,Right,Справа,C>V>R>I,assembly|drafting|inspect_view|manufacturing|modeling|mold|pmi|reuse|routing|sheet_metal|simulation|sketch|surface,13,0,,execute_command,unresolved,no,,blocked_unresolved_disabled
nx2512-00-L0087,K4,global,0,Gateway / общая работа с NX,Вид и навигация,Previous View,Предыдущий вид,V>V>P>V,assembly|drafting|inspect_view|manufacturing|modeling|mold|pmi|reuse|routing|sheet_metal|simulation|sketch|surface,13,0,,execute_command,unresolved,no,,blocked_unresolved_disabled
nx2512-00-L0088,K4,global,0,Gateway / общая работа с NX,Вид и навигация,Named Views,Именованные виды,V>V>N>V,assembly|drafting|inspect_view|manufacturing|modeling|mold|pmi|reuse|routing|sheet_metal|simulation|sketch|surface,13,0,,execute_command,unresolved,no,,blocked_unresolved_disabled
nx2512-00-L0089,K4,global,0,Gateway / общая работа с NX,Вид и навигация,Save View,Сохранить вид,V>V>S>V,assembly|drafting|inspect_view|manufacturing|modeling|mold|pmi|reuse|routing|sheet_metal|simulation|sketch|surface,13,13,UG_FILE_SAVE_PART,execute_command,resolved,no,,compiled_enabled_not_installed_in_managed_runtime
nx2512-00-L0090,K4,global,0,Gateway / общая работа с NX,Вид и навигация,Section View,Динамическое сечение,V>V>S>E,assembly|drafting|inspect_view|manufacturing|modeling|mold|pmi|reuse|routing|sheet_metal|simulation|sketch|surface,13,13,UG_DRAFTING_SECTION_VIEW,execute_command,(none)|resolved,no,UG_DRAFTING_SECTION_VIEW,button_id_present_in_bootstrap_runtime_but_not_traceable_to_885
nx2512-00-L0091,K4,global,0,Gateway / общая работа с NX,Вид и навигация,Clip Section,Отсечение,C>V>C>S,assembly|drafting|inspect_view|manufacturing|modeling|mold|pmi|reuse|routing|sheet_metal|simulation|sketch|surface,13,0,,execute_command,unresolved,no,,blocked_unresolved_disabled
nx2512-00-L0092,K3,global,0,Gateway / общая работа с NX,Вид и навигация,Perspective,Перспектива,V>V>P>E,assembly|drafting|inspect_view|manufacturing|modeling|mold|pmi|reuse|routing|sheet_metal|simulation|sketch|surface,13,0,,execute_command,unresolved,no,,blocked_unresolved_disabled
nx2512-00-L0093,K5,global,0,Gateway / общая работа с NX,Вид и навигация,Hide,Скрыть,V>V>H>I,assembly|drafting|inspect_view|manufacturing|modeling|mold|pmi|reuse|routing|sheet_metal|simulation|sketch|surface,13,0,,execute_command,ambiguous,no,,blocked_ambiguous_disabled
nx2512-00-L0094,K5,global,0,Gateway / общая работа с NX,Вид и навигация,Show,Показать,V>V>S>H,assembly|drafting|inspect_view|manufacturing|modeling|mold|pmi|reuse|routing|sheet_metal|simulation|sketch|surface,13,13,UG_EDIT_MD_SHOWHIDE_ALL,execute_command,(none)|resolved,no,UG_EDIT_MD_SHOWHIDE_ALL,button_id_present_in_bootstrap_runtime_but_not_traceable_to_885
nx2512-00-L0095,K5,global,0,Gateway / общая работа с NX,Вид и навигация,Show Only,Показать только,V>V>S>O,assembly|drafting|inspect_view|manufacturing|modeling|mold|pmi|reuse|routing|sheet_metal|simulation|sketch|surface,13,0,,execute_command,unresolved,no,,blocked_unresolved_disabled
nx2512-00-L0096,K4,global,0,Gateway / общая работа с NX,Вид и навигация,Blank,Погасить,V>V>B>L,assembly|drafting|inspect_view|manufacturing|modeling|mold|pmi|reuse|routing|sheet_metal|simulation|sketch|surface,13,13,UG_EDIT_BLANK_SELECTED,execute_command,(none)|resolved,no,UG_EDIT_BLANK_SELECTED,button_id_present_in_bootstrap_runtime_but_not_traceable_to_885
nx2512-00-L0097,K3,global,0,Gateway / общая работа с NX,Вид и навигация,Unblank,Отобразить,V>V>U>N,assembly|drafting|inspect_view|manufacturing|modeling|mold|pmi|reuse|routing|sheet_metal|simulation|sketch|surface,13,0,,execute_command,unresolved,no,,blocked_unresolved_disabled
nx2512-00-L0098,K3,global,0,Gateway / общая работа с NX,Вид и навигация,Show and Hide,Показать и скрыть,V>V>S>W,assembly|drafting|inspect_view|manufacturing|modeling|mold|pmi|reuse|routing|sheet_metal|simulation|sketch|surface,13,13,UG_EDIT_MD_SHOWHIDE_ALL,execute_command,(none)|resolved,no,UG_EDIT_MD_SHOWHIDE_ALL,button_id_present_in_bootstrap_runtime_but_not_traceable_to_885
nx2512-00-L0099,K3,global,0,Gateway / общая работа с NX,Вид и навигация,Layer Settings,Слои,M>V>L>S,assembly|drafting|inspect_view|manufacturing|modeling|mold|pmi|reuse|routing|sheet_metal|simulation|sketch|surface,13,13,UG_LAYER_SETTINGS,execute_command,(none)|resolved,no,UG_LAYER_SETTINGS,button_id_present_in_bootstrap_runtime_but_not_traceable_to_885
nx2512-00-L0100,K4,global,0,Gateway / общая работа с NX,Вид и навигация,Move to Layer,Переместить на слой,T>V>M>L,assembly|drafting|inspect_view|manufacturing|modeling|mold|pmi|reuse|routing|sheet_metal|simulation|sketch|surface,13,13,UG_LAYER_MOVE,execute_command,(none)|resolved,no,UG_LAYER_MOVE,button_id_present_in_bootstrap_runtime_but_not_traceable_to_885
nx2512-00-L0102,K3,global,0,Gateway / общая работа с NX,Вид и навигация,Wireframe,Каркас,V>V>W>I,assembly|drafting|inspect_view|manufacturing|modeling|mold|pmi|reuse|routing|sheet_metal|simulation|sketch|surface,13,0,,execute_command,unresolved,no,,blocked_unresolved_disabled
nx2512-00-L0103,K3,global,0,Gateway / общая работа с NX,Вид и навигация,Shaded,Закраска,V>V>S>S,assembly|drafting|inspect_view|manufacturing|modeling|mold|pmi|reuse|routing|sheet_metal|simulation|sketch|surface,13,0,,execute_command,unresolved,no,,blocked_unresolved_disabled
nx2512-00-L0104,K3,global,0,Gateway / общая работа с NX,Вид и навигация,Shaded with Edges,Закраска с рёбрами,V>V>S>A,assembly|drafting|inspect_view|manufacturing|modeling|mold|pmi|reuse|routing|sheet_metal|simulation|sketch|surface,13,0,,execute_command,unresolved,no,,blocked_unresolved_disabled
nx2512-00-L0107,K5,global,0,Gateway / общая работа с NX,Измерения и интерфейс,Measure Distance,Измерить расстояние,I>M>M>D,assembly|drafting|inspect_view|manufacturing|modeling|mold|pmi|reuse|routing|sheet_metal|simulation|sketch|surface,13,13,UG_INFO_GEOMETRIC_MEASUREMENT,execute_command,(none)|resolved,no,UG_INFO_GEOMETRIC_MEASUREMENT,button_id_present_in_bootstrap_runtime_but_not_traceable_to_885
nx2512-00-L0108,K4,global,0,Gateway / общая работа с NX,Измерения и интерфейс,Measure Angle,Измерить угол,I>M>M>A,assembly|drafting|inspect_view|manufacturing|modeling|mold|pmi|reuse|routing|sheet_metal|simulation|sketch|surface,13,13,UG_INFO_GEOMETRIC_MEASUREMENT,execute_command,(none)|resolved,no,UG_INFO_GEOMETRIC_MEASUREMENT,button_id_present_in_bootstrap_runtime_but_not_traceable_to_885
nx2512-00-L0109,K4,global,0,Gateway / общая работа с NX,Измерения и интерфейс,Measure Length,Измерить длину,I>M>M>L,assembly|drafting|inspect_view|manufacturing|modeling|mold|pmi|reuse|routing|sheet_metal|simulation|sketch|surface,13,13,UG_INFO_GEOMETRIC_MEASUREMENT,execute_command,(none)|resolved,no,UG_INFO_GEOMETRIC_MEASUREMENT,button_id_present_in_bootstrap_runtime_but_not_traceable_to_885
nx2512-00-L0110,K4,global,0,Gateway / общая работа с NX,Измерения и интерфейс,Measure Area,Измерить площадь,I>M>M>E,assembly|drafting|inspect_view|manufacturing|modeling|mold|pmi|reuse|routing|sheet_metal|simulation|sketch|surface,13,13,UG_INFO_GEOMETRIC_MEASUREMENT,execute_command,(none)|resolved,no,UG_INFO_GEOMETRIC_MEASUREMENT,button_id_present_in_bootstrap_runtime_but_not_traceable_to_885
nx2512-00-L0111,K4,global,0,Gateway / общая работа с NX,Измерения и интерфейс,Measure Body,Измерить тело,I>M>M>B,assembly|drafting|inspect_view|manufacturing|modeling|mold|pmi|reuse|routing|sheet_metal|simulation|sketch|surface,13,0,,execute_command,ambiguous,no,,blocked_ambiguous_disabled
nx2512-00-L0112,K4,global,0,Gateway / общая работа с NX,Измерения и интерфейс,Measure Mass Properties,Массо-инерционные свойства,I>M>M>M,assembly|drafting|inspect_view|manufacturing|modeling|mold|pmi|reuse|routing|sheet_metal|simulation|sketch|surface,13,13,UG_INFO_GEOMETRIC_MEASUREMENT,execute_command,(none)|resolved,no,UG_INFO_GEOMETRIC_MEASUREMENT,button_id_present_in_bootstrap_runtime_but_not_traceable_to_885
nx2512-00-L0113,K4,global,0,Gateway / общая работа с NX,Измерения и интерфейс,Measure Face,Измерить грань,I>M>M>F,assembly|drafting|inspect_view|manufacturing|modeling|mold|pmi|reuse|routing|sheet_metal|simulation|sketch|surface,13,0,,execute_command,ambiguous,no,,blocked_ambiguous_disabled
nx2512-00-L0114,K4,global,0,Gateway / общая работа с NX,Измерения и интерфейс,Measure Minimum Radius,Минимальный радиус,I>M>M>R,assembly|drafting|inspect_view|manufacturing|modeling|mold|pmi|reuse|routing|sheet_metal|simulation|sketch|surface,13,13,UG_INFO_GEOMETRIC_MEASUREMENT,execute_command,(none)|resolved,no,UG_INFO_GEOMETRIC_MEASUREMENT,button_id_present_in_bootstrap_runtime_but_not_traceable_to_885
nx2512-00-L0115,K3,global,0,Gateway / общая работа с NX,Измерения и интерфейс,Information Object,Информация об объекте,I>M>I>O,assembly|drafting|inspect_view|manufacturing|modeling|mold|pmi|reuse|routing|sheet_metal|simulation|sketch|surface,13,13,UG_INFO_OBJECT,execute_command,(none)|resolved,no,UG_INFO_OBJECT,button_id_present_in_bootstrap_runtime_but_not_traceable_to_885
nx2512-00-L0116,K4,global,0,Gateway / общая работа с NX,Измерения и интерфейс,Examine Geometry,Исследовать геометрию,I>M>E>G,assembly|drafting|inspect_view|manufacturing|modeling|mold|pmi|reuse|routing|sheet_metal|simulation|sketch|surface,13,0,,execute_command,unresolved,no,,blocked_unresolved_disabled
nx2512-00-L0117,K5,global,0,Gateway / общая работа с NX,Измерения и интерфейс,Command Finder,Поиск команд,H>N>C>F,assembly|drafting|inspect_view|manufacturing|modeling|mold|pmi|reuse|routing|sheet_metal|simulation|sketch|surface,13,13,UG_HELP_COMMAND_FINDER,execute_command,(none)|resolved,no,UG_HELP_COMMAND_FINDER,button_id_present_in_bootstrap_runtime_but_not_traceable_to_885
